z,y,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,set
0,3.143984562664278,22,C,8,1,63,137,0,0,0,0,0,1,3,0,1,0,1,12,85,4,J,1,70,B,13,80,150,25,12,0,1,0,0,76,31,385,58,1,9,9,2,0,11,57,18,0,1,0,0,0,0,0,0,0,0,0,48,42,train
0,4.921464265213044,17,C,0,0,60,90,1,0,0,0,0,0,0,0,0,0,0,12,35,10,J,1,57,E,10,70,102,21,12,0,0,0,0,80,37,360,39,1,6,9,3,0,7,52,15,1,0,1,0,0,0,0,0,0,0,0,44,38,test
0,3.7817262514071106,41,C,5,25,70,140,0,0,0,5,0,2,1,0,1,0,1,12,65,4,J,1,70,E,15,70,160,42,12,1,1,0,1,78,24,420,68,1,9,9,3,0,5,45,12,0,0,0,0,0,0,0,0,0,0,0,45,36,train
0,1.6030919816571352,18,C,0,2,69,115,0,0,0,4,0,1,0,0,2,0,0,12,105,6,J,1,73,E,13,60,141,25,11,0,0,0,0,74,28,390,52,1,8,9,3,0,10,65,18,6,0,0,0,0,0,0,0,0,0,2,47,36,test
0,15.001637541662612,21,C,0,2,66,127,0,1,1,5,0,1,0,0,3,0,0,12,105,6,J,1,73,E,13,70,131,27,10,0,0,0,0,35,16,375,58,1,7,8,3,0,8,48,14,7,0,0,5,0,0,0,0,0,0,1,45,30,test
0,4.895543981092831,34,C,0,0,66,130,0,0,2,5,0,0,0,0,1,0,0,12,65,8,J,1,70,E,14,70,155,33,12,0,1,0,0,73,26,540,50,1,9,9,3,0,10,52,14,6,0,0,2,0,0,0,0,0,0,2,46,37,test
0,2.636591114267257,33,C,0,0,65,143,0,0,0,5,0,0,0,0,1,0,0,12,45,15,J,1,53,E,12,60,170,36,12,0,0,1,1,78,30,660,47,0,9,10,2,0,9,65,21,6,0,0,3,0,0,0,0,0,0,2,44,37,train
0,3.8504629058199624,25,C,10,6,65,120,0,0,0,5,0,0,0,0,1,0,1,16,105,7,J,1,80,E,13,70,143,27,12,0,0,0,0,76,29,460,47,1,8,9,3,0,6,55,16,0,0,1,0,0,0,0,0,0,0,1,46,39,test
0,6.553270804010859,28,C,10,8,65,130,0,0,0,5,0,0,0,0,1,0,0,16,65,10,J,1,77,E,13,80,145,29,12,0,0,0,0,76,32,630,56,0,8,9,2,0,7,49,14,0,0,0,3,0,0,0,0,0,0,1,46,36,train
0,15.35665027496486,29,C,0,0,68,135,0,1,2,4,0,0,0,0,1,0,0,17,65,8,J,1,67,E,13,70,153,30,14,0,0,0,1,82,32,700,73,0,8,8,3,0,14,51,15,0,0,0,3,0,0,0,0,0,0,3,46,37,test
0,7.813139210136128,26,C,0,0,67,130,0,0,0,5,0,0,0,1,1,0,0,14,85,5,J,1,67,E,12,70,158,27,16,0,0,0,0,81,32,540,60,1,8,9,3,0,13,45,13,0,0,0,3,0,0,2,0,0,0,3,48,36,test
0,6.669916741507516,32,C,20,14,69,120,0,0,0,3,0,0,1,0,1,0,0,9,75,9,J,1,73,E,11,70,137,38,12,0,0,0,0,77,21,610,49,1,8,9,2,0,14,55,15,0,0,0,3,0,0,0,0,0,0,1,46,35,test
0,1.0696216238403558,29,C,0.5,12,63,115,0,0,0,5,0,1,0,0,1,0,0,16,65,6,J,1,87,E,10,80,147,30,16,0,1,0,2,70,27,565,84,0,7,10,3,0,7,60,20,0,0,0,3,0,0,0,0,0,0,1,45,35,train
0,2.855849650194547,23,C,15,4,65,122,0,0,0,4,0,0,0,0,1,0,0,12,55,10,J,1,70,E,10,70,133,26,12,0,0,0,0,78,30,440,64,0,8,9,3,0,11,61,20,0,0,0,0,0,0,0,0,0,0,0,45,38,test
0,5.449323492870532,30,C,15,13,68,105,0,0,0,5,0,1,0,0,2,0,0,12,65,8,J,1,80,E,12,70,114,31,12,2,3,0,0,7,8,440,46,0,6,9,4,0,12,51,14,4,0,0,4,0,0,0,0,0,0,4,46,32,train
0,0.9045834703711927,21,C,0,5,66,125,0,0,0,5,0,1,1,1,0,0,0,12,55,8,J,1,87,E,10,70,144,28,16,1,1,0,0,73,26,550,61,0,8,9,2,0,5,59,16,4,0,0,2,0,0,0,0,0,0,2,46,36,train
0,4.711032614996067,29,C,40,10,67,125,0,0,0,4,0,0,1,0,3,0,0,12,55,8,J,1,70,E,12,75,133,33,12,3,3,0,0,73,16,300,51,1,9,10,3,0,8,51,15,7,0,0,0,0,0,0,0,0,0,2,46,35,train
1,6.5144395817864815,33,C,8,15,66,135,0,0,0,5,0,2,0,0,1,0,1,10,65,7,J,1,57,E,11,70,159,32,10,0,0,0,1,79,33,850,67,0,4,8,3,0,9,51,18,8,0,0,0,0,0,0,0,0,0,3,44,36,test
0,3.8975751919878077,23,C,0,0,63,122,0,0,0,5,0,0,0,1,1,0,0,12,75,7,J,1,60,E,13,60,136,26,11,0,0,0,1,80,25,660,97,0,7,8,3,0,11,57,16,0,0,0,0,0,0,0,0,0,0,0,46,36,test
0,0.7614895484796954,23,C,20,5,69,130,0,0,0,5,0,0,0,0,1,0,0,16,75,7,J,1,87,E,11,80,150,28,12,0,0,0,0,89,42,400,53,1,7,8,3,0,7,58,16,5,0,0,3,0,0,0,0,0,0,1,46,37,test
0,1.1246285693573752,33,C,0,0,68,135,0,0,0,4,0,0,1,1,1,0,0,12,65,9,J,1,80,E,14,60,149,35,12,0,0,0,0,82,33,550,87,1,8,2,2,0,13,62,20,7,0,0,3,0,0,0,0,0,0,2,47,36,train
1,14.260417332104382,18,C,0,0,62,100,0,0,0,4,0,2,0,0,1,0,0,10,45,15,J,1,50,E,12,70,121,21,10,0,0,0,0,80,32,480,46,0,7,10,3,0,10,39,12,0,0,0,3,0,0,0,0,0,0,4,46,36,train
1,12.936740811689592,20,C,0,0,63,100,0,1,0,5,0,0,0,0,0,0,0,11,55,10,J,1,47,E,12,76,115,20,9,0,0,0,0,76,25,375,46,1,9,10,3,0,6,35,11,0,0,0,2,0,0,0,0,0,0,2,46,35,test
0,5.368732376800775,16,C,0,0,64,125,0,0,1,4,0,0,0,0,1,0,0,10,55,7,J,1,67,E,13,70,145,21,12,0,0,0,0,75,37,510,49,1,8,9,3,0,12,53,16,0,0,0,0,0,0,0,0,0,0,0,48,36,test
0,5.874133949110076,22,C,10,7,64,115,0,0,0,6,0,0,0,0,1,0,1,12,45,10,J,1,83,E,13,70,139,25,14,0,2,0,0,77,28,460,59,1,8,9,2,0,15,54,14,0,0,0,0,0,0,0,0,0,0,0,44,37,train
1,11.190107984725143,18,C,20,4,66,145,0,0,0,5,0,0,0,0,1,0,0,9,25,7,J,1,30,E,13,60,106,22,9,0,0,0,0,79,37,500,58,1,7,10,3,0,9,45,13,0,0,0,0,0,0,0,0,0,0,1,43,37,test
0,-1.5662948452897991,25,C,0,0,65,115,0,0,0,4,0,1,1,0,1,0,1,12,95,4,J,1,73,E,13,56,136,25,12,0,0,0,0,79,35,490,52,1,8,8,3,0,11,66,21,6,0,0,2,0,0,0,0,0,0,2,46,36,train
0,7.976891965117531,30,C,18,14,64,140,0,0,0,4,0,5,0,0,1,0,0,16,105,7,J,1,93,E,12,70,151,28,15,0,0,0,0,80,32,350,61,0,1,5,3,0,13,43,12,1,0,1,5,0,0,0,0,0,0,2,45,34,test
0,10.154899171928367,30,C,0,10,61,132,0,0,2,4,0,2,1,0,1,0,0,12,75,12,J,1,83,E,11,70,149,36,12,2,1,0,1,66,20,430,56,1,5,7,5,0,9,35,10,7,0,0,0,0,0,0,0,0,0,3,46,37,train
0,4.563380675530825,27,C,18,8,68,118,0,0,0,4,0,0,0,0,1,0,0,12,75,8,J,1,93,E,13,80,130,26,17,1,0,0,0,77,31,640,51,0,8,8,3,0,10,50,15,0,0,0,0,1,0,0,0,0,0,3,45,37,test
0,0.2567092225227636,31,C,20,15,64,122,0,0,0,4,0,1,0,0,1,0,0,16,65,6,J,1,90,E,14,80,135,30,16,0,0,0,0,82,34,455,22,0,7,7,2,0,7,59,18,0,0,0,0,0,0,0,0,0,0,0,45,37,train
0,-2.6062114131104783,23,C,25,6,67,123,0,0,0,4,0,3,0,2,1,0,1,12,95,5,J,1,87,E,13,60,154,27,14,0,0,0,0,79,27,530,68,1,8,9,3,0,6,60,18,0,0,0,0,0,0,0,0,0,0,0,48,37,test
0,4.3124756032912055,34,C,10,10,66,132,0,0,1,5,0,0,1,0,1,0,0,16,65,8,J,1,83,E,15,80,157,39,16,1,1,0,0,78,29,530,69,0,8,8,3,0,11,52,16,0,0,0,0,0,0,0,0,0,0,0,46,36,test
0,6.743671789458246,30,C,0,11,60,113,0,0,1,5,0,2,1,2,0,0,0,18,65,7,J,1,90,E,12,60,124,31,17,1,0,0,1,71,23,250,39,0,7,9,4,0,4,46,14,0,0,1,0,1,0,0,0,0,0,4,45,34,test
0,3.984861856191192,28,C,20,9,62,105,2,0,0,4,0,4,2,0,1,0,0,12,55,10,J,1,83,E,13,55,124,29,14,0,1,0,0,83,28,650,53,0,8,9,2,0,3,52,16,0,0,0,0,0,0,0,0,0,0,0,45,37,test
0,3.3718619064319553,22,C,0,0,66,147,0,0,1,5,0,1,0,0,1,0,0,16,65,10,L,1,90,E,14,70,172,23,16,0,0,0,0,73,28,430,33,1,9,9,4,0,11,60,18,5,0,0,2,0,0,0,0,0,0,4,47,36,train
0,4.141819697579167,31,C,40,13,65,122,0,0,0,4,0,0,1,0,1,0,0,14,105,7,J,1,87,E,13,55,155,34,12,0,3,0,0,76,26,465,54,0,8,9,4,0,14,59,17,6,0,1,1,0,0,0,0,0,0,3,43,38,train
0,7.32731745115519,29,C,0,0,58,136,0,0,1,3,0,0,0,0,1,0,0,12,75,8,J,1,90,E,12,70,146,31,16,1,0,0,0,81,34,620,72,1,8,9,2,0,15,51,16,5,0,1,2,0,0,0,0,0,0,3,47,36,test
0,-0.6775852828344016,22,C,30,5,68,130,0,0,0,5,0,0,0,1,0,0,0,13,55,6,L,1,70,E,15,75,153,29,13,0,0,0,0,79,28,510,72,1,6,9,3,0,12,66,20,0,0,0,0,0,0,0,0,0,0,0,47,36,test
0,3.650966757451054,37,C,15,17,67,135,0,0,1,4,0,0,0,0,1,0,0,14,105,8,L,1,90,E,13,60,161,39,16,1,1,0,2,70,25,590,56,0,7,9,2,0,9,55,17,0,0,0,0,0,0,0,0,0,0,0,45,37,test
0,14.764264056671891,26,C,0,0,62,120,0,1,0,5,0,0,0,0,1,0,1,12,45,8,J,1,63,E,15,74,161,28,12,0,0,0,0,78,26,600,52,0,7,8,2,0,7,50,17,0,0,0,4,0,0,0,0,0,0,4,46,36,train
0,1.3883378276182108,31,C,0,0,65,120,0,0,0,4,0,0,2,0,1,0,1,16,105,7,J,1,93,E,11,60,129,31,16,0,0,0,0,76,26,485,61,1,8,9,3,0,5,60,16,0,0,0,0,0,0,0,0,0,0,0,47,38,train
0,-3.7641661355465947,29,C,25,13,68,122,0,0,0,5,0,1,0,0,2,0,0,14,45,5,J,1,83,E,12,50,141,33,18,0,0,0,0,58,23,490,55,0,8,8,2,1,4,66,20,0,0,0,0,0,0,0,0,0,0,0,45,37,train
0,14.215881926997092,22,C,0,9,63,115,0,1,0,5,0,0,1,1,2,0,0,12,55,7,J,1,63,E,12,70,124,22,12,0,0,0,0,75,37,460,64,1,8,9,2,0,11,52,15,0,0,0,0,0,0,0,0,0,0,0,44,36,test
0,16.487240071886756,25,C,0,3,63,120,0,1,0,5,0,2,0,2,2,0,0,11,35,8,J,1,43,E,15,60,136,36,12,0,0,0,0,75,26,420,46,1,8,9,2,2,9,54,16,6,0,0,2,0,0,0,0,0,0,2,45,38,test
0,-0.8613972427360044,27,C,0,6,64,123,0,0,0,5,0,1,0,0,1,0,0,11,35,6,J,1,43,E,15,74,144,37,12,0,1,0,0,69,30,620,58,0,8,8,4,0,5,57,15,0,0,0,2,0,0,0,0,0,0,1,45,35,train
0,11.7408582747917,40,C,5,24,63,117,0,2,0,5,0,0,1,0,2,0,0,12,95,5,A,1,87,E,12,65,123,37,16,0,0,0,1,74,27,425,48,1,9,9,4,0,6,56,16,0,0,0,0,0,0,0,0,0,0,2,46,35,test
0,3.271306234509491,38,C,25,22,63,140,0,0,1,5,0,0,0,0,1,0,1,14,85,6,J,1,90,E,12,75,135,38,14,1,0,0,1,81,30,585,37,0,9,9,2,0,7,55,16,4,0,0,0,1,0,0,0,0,0,2,43,36,train
0,2.4845657233435032,28,C,2,4,65,110,0,0,0,4,0,0,2,0,2,0,0,16,75,8,J,1,93,E,15,60,124,29,13,0,0,0,0,88,30,570,47,0,8,9,2,0,6,55,16,6,0,0,2,0,0,0,0,0,0,2,47,37,test
0,22.983153779151394,35,C,0,4,64,107,2,1,0,6,0,0,0,0,2,0,0,18,105,10,J,1,93,E,11,70,130,39,18,0,0,0,0,72,33,660,59,1,9,9,4,0,11,42,14,0,0,0,3,0,0,0,0,0,0,4,48,36,test
0,14.45387948584745,29,C,3,11,67,135,0,1,2,5,0,1,0,0,2,0,1,12,85,10,J,1,83,E,14,70,162,32,13,0,0,0,0,75,25,480,55,1,8,8,3,0,9,58,18,0,0,0,2,0,0,0,0,0,0,2,46,36,train
0,6.922992464594858,25,C,0,3,64,100,0,0,1,5,0,1,1,0,1,0,0,12,55,6,J,1,80,E,16,70,111,27,13,0,3,0,0,55,18,315,39,1,8,9,6,0,4,41,13,0,0,0,2,0,0,0,0,0,0,1,43,38,test
0,13.551304395906971,24,C,20,6,63,106,0,1,1,7,0,1,1,1,1,0,0,15,65,5,J,1,90,E,12,70,125,25,16,0,0,0,0,81,30,520,54,0,5,8,3,0,10,55,15,0,0,0,0,0,0,0,0,0,0,0,42,36,train
0,6.075102160134989,25,C,0,5,61,98,0,3,0,7,0,2,0,2,3,0,0,15,75,7,J,1,93,E,12,60,123,27,16,0,0,0,0,70,27,480,47,1,6,7,5,0,0,66,21,6,0,0,0,0,0,0,0,0,0,1,45,34,test
0,6.739743345719021,16,C,10,3,62,120,0,0,0,5,0,0,1,0,1,0,0,9,65,7,J,1,50,E,12,100,137,21,8,0,0,0,0,80,31,580,52,0,9,9,3,0,10,49,11,6,0,0,4,0,0,0,0,0,0,3,42,40,test
0,4.24694830581049,23,C,2,4,64,124,1,0,0,6,0,0,1,0,1,0,0,12,65,7,J,1,67,E,13,70,142,20,12,0,0,0,0,81,28,590,75,0,7,8,3,0,2,44,14,0,0,0,3,0,0,0,0,0,0,2,45,38,test
1,1.2324788019426371,22,C,0,8,66,133,0,0,0,4,0,1,0,0,1,0,0,11,35,4,J,1,53,E,12,75,150,27,12,1,0,0,1,77,26,380,45,1,8,9,4,0,4,52,15,0,0,0,4,0,0,0,0,0,0,1,44,38,train
0,7.7038536200336,33,C,0,0,69,185,2,0,0,4,0,1,0,0,2,0,0,12,95,13,J,1,73,E,13,70,201,36,11,0,0,0,1,78,32,420,65,1,9,9,2,0,9,46,15,0,0,0,0,0,0,0,0,0,0,0,47,36,train
0,2.1655194092053054,33,C,0,18,67,145,0,0,0,6,0,4,2,1,5,1,0,12,75,6,J,1,93,E,13,75,180,37,16,0,2,0,1,64,24,750,82,0,8,8,2,0,9,53,17,5,1,0,3,0,0,0,0,0,0,1,44,35,train
0,21.927859527438972,28,C,0,5,60,124,0,1,0,5,0,2,1,0,1,0,0,16,55,8,J,1,87,E,13,80,143,31,18,1,0,0,0,71,22,265,28,1,3,10,5,0,6,28,9,0,0,0,0,0,0,0,0,0,0,0,43,34,train
0,1.3403561808511428,23,C,20,7,65,150,0,0,0,5,0,3,1,1,3,0,1,16,105,10,J,1,80,E,12,80,172,26,12,0,0,0,0,80,33,325,67,0,8,9,4,0,8,56,15,0,0,0,0,0,0,0,0,0,0,0,46,36,test
0,-2.1802695526284728,37,C,0,25,65,155,0,0,0,5,0,1,1,0,1,0,1,7,85,12,J,1,63,E,16,90,174,40,12,0,1,0,0,70,23,485,51,1,8,10,2,0,7,70,22,0,0,0,0,0,0,0,0,0,0,0,46,35,train
0,2.8791124973995257,32,C,20,16,65,123,0,0,0,5,0,0,1,0,1,0,1,12,105,4,F,1,93,E,16,70,124,34,18,0,2,0,0,70,21,690,57,0,8,8,3,0,7,51,17,0,0,0,3,0,0,0,0,0,0,1,47,37,test
0,4.520351570780401,33,C,20,13,62,128,0,0,0,5,0,0,1,0,1,0,0,12,85,8,J,1,95,E,14,100,140,36,18,0,2,0,0,75,25,485,53,0,8,10,4,0,7,51,15,0,0,0,0,0,0,0,0,0,0,0,46,36,train
0,5.257422937657602,20,C,3,2,64,117,0,0,0,4,0,2,0,0,1,0,0,12,75,8,J,1,63,E,12,66,137,21,11,0,0,0,0,77,35,550,44,1,4,8,2,0,6,48,13,0,0,0,0,0,0,0,0,0,0,0,45,37,train
0,-1.274318149640452,23,C,0,0,65,104,0,0,0,3,0,0,0,0,1,0,1,16,105,5,J,1,83,E,13,70,124,27,16,0,0,0,0,81,32,555,57,0,6,8,2,0,7,57,18,0,0,0,0,0,0,0,0,0,0,0,46,37,test
0,7.572308364514113,31,C,0,4,62,126,0,0,0,6,0,4,1,0,1,1,0,12,95,8,J,1,87,E,13,80,136,31,12,1,0,0,0,80,33,435,43,0,8,9,2,0,9,42,17,0,0,0,0,0,0,0,0,0,0,0,45,37,train
0,2.450689588331914,35,C,11,15,67,122,1,0,0,5,0,2,0,0,1,0,0,16,75,7,J,1,83,E,13,60,135,36,14,0,3,0,0,79,31,520,40,0,7,9,2,0,6,51,16,0,0,0,0,0,0,0,0,0,0,0,45,36,train
0,1.9099847244513506,25,C,0.125,0,65,145,0,0,0,5,0,0,1,0,1,0,0,12,105,5,J,1,73,E,14,72,152,28,12,0,0,0,0,75,31,710,72,1,5,8,3,0,11,52,17,0,0,0,0,0,0,0,0,0,1,1,45,36,train
0,0.19268696222509438,31,C,0,0,68,150,0,0,0,5,0,0,1,0,5,0,0,12,65,6,J,1,80,E,13,90,178,39,12,0,1,0,0,78,27,520,52,0,9,9,3,0,11,64,21,0,0,0,0,0,0,0,0,0,0,0,44,37,train
0,3.472210904860404,26,C,20,12,67,120,0,0,0,5,0,1,2,0,1,1,0,14,75,4,J,1,73,E,15,70,136,34,12,0,0,0,0,79,33,635,57,0,8,9,2,0,10,52,17,0,0,0,1,0,0,0,0,0,0,3,45,37,train
1,0.8824626578986177,29,C,0,0,60,113,0,0,0,0,0,0,0,0,0,0,1,5,55,10,F,1,43,E,14,78,136,29,5,0,0,0,0,77,34,400,50,0,9,10,0,2,8,75,25,0,0,0,0,0,0,0,0,0,0,0,47,40,train
0,7.235196139316659,29,D,0,17,60,105,0,0,0,0,0,0,1,1,0,1,0,10,105,15,J,1,53,E,11,80,121,31,8,2,0,0,0,79,33,440,69,1,8,9,2,0,8,55,17,0,0,0,0,0,0,0,0,0,0,0,46,39,test
1,2.0693766029042644,34,C,25,13,65,143,0,0,0,0,0,1,1,0,1,0,0,12,55,9,J,1,47,E,12,88,146,38,9,0,0,0,0,81,31,420,46,0,8,9,2,0,1,58,19,0,0,0,0,0,0,0,0,0,0,0,46,41,train
0,11.655771641675802,24,C,20,10,61,100,0,1,0,0,0,0,1,1,1,1,0,11,75,13,J,1,60,E,14,68,125,25,11,0,0,0,0,79,36,450,70,1,8,9,2,0,6,65,24,0,0,0,0,0,0,0,0,0,0,0,46,38,train
0,3.0162129234805817,23,C,0,0,61,130,0,0,0,0,0,0,0,0,1,0,1,2,85,12,F,1,63,E,14,60,165,26,12,0,0,0,0,82,36,430,60,0,8,9,0,2,7,60,18,0,0,0,0,0,0,0,0,0,0,0,45,39,train
0,3.345807824197657,22,C,0,0,62,123,0,0,0,0,0,1,2,0,2,0,0,12,45,7,J,1,53,E,13,84,133,28,12,0,0,0,0,83,33,370,46,0,8,9,2,1,6,56,16,0,0,0,0,0,0,0,0,0,0,0,45,40,test
0,12.957856148261415,21,C,0,0.5,62,120,0,1,0,0,0,1,0,0,0,0,0,15,65,12,J,1,90,E,12,70,131,21,15,0,0,0,0,83,33,380,50,1,7,8,2,0,4,55,18,0,0,0,0,0,0,0,0,0,0,0,46,38,train
0,0.9143884900986349,22,C,0,0,64,170,0,0,0,1,0,0,0,0,1,0,1,12,85,7,J,1,73,E,12,86,192,28,12,0,0,0,0,76,36,480,36,0,9,9,2,0,1,55,18,0,0,0,0,0,0,0,0,0,0,0,44,42,test
0,0.84882437828548285,25,C,0,0,60,107,0,0,0,0,0,1,0,0,0,0,1,18,65,7,K,1,90,E,13,68,124,25,18,0,0,0,0,80,39,380,46,1,9,9,3,0,5,58,17,0,0,0,0,0,0,0,0,0,0,0,48,41,test
0,4.576959369982991,21,C,0,0,65,190,0,0,1,0,0,1,1,0,0,0,0,11,45,10,J,1,43,E,11,78,186,24,8,0,0,0,0,92,40,470,87,1,9,9,3,0,6,58,18,6,0,0,0,0,0,0,0,0,0,3,48,42,train
0,-0.18666193603531722,25,C,30,11,64,115,0,0,0,0,0,0,0,0,0,0,0,7,45,6,J,1,60,E,12,60,126,33,12,0,0,0,0,76,30,420,62,1,7,9,2,0,6,66,23,0,0,0,0,0,0,0,0,0,0,0,45,41,train
0,3.9014473249065285,20,C,20,4,66,119,0,0,0,0,0,1,0,0,2,0,0,12,35,15,J,1,57,E,13,74,139,22,12,0,0,0,0,84,30,650,72,1,6,9,2,0,1,52,17,0,0,0,0,0,0,0,0,0,0,0,46,42,train
0,-6.064985672028348,19,C,10,3,63,103,0,0,0,0,0,1,0,0,0,0,1,10,65,7,H,1,60,E,12,68,123,30,10,0,0,0,0,79,34,460,67,1,9,9,2,0,4,76,24,0,0,0,0,0,0,0,0,0,0,0,45,34,train
0,-4.891730738375209,27,C,10,12,63,129,0,0,0,0,0,0,1,0,1,0,0,12,55,7,J,1,47,E,12,80,140,29,9,0,1,0,0,82,33,385,60,1,7,8,2,0,3,67,21,0,0,0,2,0,0,0,0,0,0,0,46,41,test
0,-0.2564311395392691,19,C,30,6,62,114,0,0,0,0,0,0,0,0,0,0,0,12,35,10,J,1,70,E,12,70,143,21,12,0,0,0,0,81,40,415,73,1,9,9,2,0,1,61,20,0,0,0,0,0,0,0,0,0,0,0,45,41,test
0,0.26972974675398453,23,C,0,0,61,115,0,0,0,0,0,2,4,1,2,0,0,13,45,7,J,1,77,E,13,68,134,24,13,0,1,0,1,75,31,340,55,1,7,9,0,3,6,62,19,0,0,0,0,0,0,0,0,0,0,0,45,40,test
1,2.2948727850350252,21,C,0,0.5,63,120,0,0,0,0,0,0,0,0,0,0,1,9,65,8,N,1,33,D,12,68,139,23,6,0,0,0,0,74,25,445,55,0,8,9,2,0,7,64,21,0,0,0,0,0,0,0,0,0,0,0,45,39,test
0,-3.475758172549212,32,C,25,17,65,130,0,0,0,0,0,0,2,0,0,0,0,12,95,10,J,1,60,E,13,70,150,33,10,0,0,0,0,77,35,425,95,1,7,9,2,0,0,67,18,1,1,0,0,0,0,0,0,0,0,0,46,40,train
0,0.4568826606190151,26,C,15,9,69,142,0,0,0,0,0,0,2,0,2,0,0,14,45,15,J,1,70,E,13,58,154,29,13,1,0,0,0,77,30,440,67,1,9,9,1,1,5,65,19,0,0,0,0,0,0,0,0,0,0,0,49,39,train
0,4.1959525826078785,18,C,10,2,64,110,0,0,0,0,0,0,0,1,1,0,0,12,105,8,J,1,53,E,12,70,130,21,10,0,0,0,0,79,36,430,66,1,9,10,2,0,3,56,18,0,0,0,0,0,0,0,0,0,0,0,46,39,train
0,6.921723643953995,35,C,0,0,64,155,1,1,0,0,0,0,1,0,0,0,0,12,45,10,J,1,40,E,10,90,167,35,11,0,3,0,0,81,33,300,58,1,8,10,2,0,5,74,24,0,0,0,0,0,0,0,0,0,0,0,45,40,train
0,6.540120284744155,19,C,15,1,64,125,0,0,0,0,0,0,0,0,0,1,0,12,65,10,J,1,77,E,13,78,150,21,12,0,0,0,0,78,32,440,65,1,8,9,0,2,9,51,17,0,0,0,0,0,0,2,0,0,0,0,46,41,train
0,3.0306620055698414,28,C,0,0,65,200,0,0,0,0,2,0,0,0,0,0,0,6,35,8,D,1,23,B,14,86,201,34,5,0,0,0,0,82,40,350,39,0,9,9,2,0,8,59,18,0,0,0,0,0,0,0,0,0,0,0,45,40,train
0,-4.864478948961064,29,C,30,10,61,111,0,0,0,0,0,0,0,0,0,0,0,11,55,8,J,1,77,E,14,82,115,31,12,0,0,0,0,77,35,530,92,1,8,9,2,0,0,68,24,0,0,0,0,0,0,0,0,0,0,0,48,43,test
0,8.94721583625947,18,C,0,0,61,149,0,1,0,0,0,0,0,0,0,0,0,9,35,7,J,1,33,E,12,74,163,21,9,0,0,0,0,80,39,550,58,0,7,9,2,0,9,66,20,1,0,0,0,0,0,0,0,0,0,0,47,41,train
0,1.2201823085214811,19,C,0,0,60,115,0,0,0,0,0,1,0,0,0,0,1,13,45,10,A,1,70,E,13,64,130,20,13,0,0,0,0,81,30,485,54,0,6,8,0,3,1,50,16,0,0,0,0,0,0,0,0,0,0,0,45,39,test
0,2.8734908034309794,26,C,0,0,61,190,0,0,0,0,0,1,0,0,0,0,0,12,35,6,J,1,27,E,12,72,191,29,8,0,0,0,0,84,38,570,69,1,8,8,3,0,6,54,17,0,0,0,0,0,0,0,0,0,0,0,45,41,train
0,0.6278884909252795,24,C,20,8,61,110,0,0,0,1,0,0,2,1,0,0,0,12,45,10,J,1,60,E,16,70,140,25,14,0,0,0,0,71,31,490,44,0,9,9,2,0,4,59,21,0,0,0,0,0,0,0,0,0,0,0,45,41,test
1,6.434953299750152,21,C,0,0,60,117,0,0,0,0,0,0,0,0,1,0,1,12,65,7,J,1,47,E,13,78,147,21,7,0,0,0,0,81,35,380,93,1,5,9,2,0,12,58,18,0,0,0,0,0,0,0,0,0,0,0,45,43,train
0,5.537634739047802,22,C,0,2,66,135,0,0,0,0,0,0,0,1,1,0,1,12,75,10,J,1,73,E,12,78,156,24,12,0,0,0,0,87,38,420,47,0,8,9,0,2,2,48,15,0,0,0,0,0,0,0,0,0,0,0,46,45,train
0,-1.3325874315040462,22,C,0,2,66,135,0,0,0,0,0,0,0,1,1,0,1,12,75,10,J,1,73,E,12,78,156,24,12,0,0,0,0,81,37,380,45,0,9,9,0,2,1,62,21,0,0,0,0,0,0,0,0,0,0,0,45,45,train
1,2.0151858601951314,20,C,10,2,64,170,0,0,0,0,0,0,0,0,0,0,0,12,55,7,J,1,57,E,13,76,196,23,10,0,0,0,0,79,39,540,60,1,8,9,2,0,2,55,17,0,0,0,0,0,0,0,0,0,0,0,46,41,test
0,2.079444583193892,35,C,0,16,62,110,0,0,0,0,0,0,2,0,0,0,0,11,65,10,A,1,50,E,15,86,127,36,11,0,0,0,0,82,33,375,51,0,9,9,2,0,7,63,21,0,0,0,0,0,0,0,0,0,0,0,45,39,train
0,4.7320746165764005,21,C,30,4,66,125,0,0,0,0,0,0,0,0,1,0,1,12,85,8,J,1,63,E,12,68,142,28,10,0,0,0,0,80,36,480,54,1,5,7,2,0,3,47,15,0,0,0,0,0,0,0,0,0,0,0,47,41,test
0,9.142770603888806,27,C,0,1,67,178,0,1,0,0,0,0,0,0,0,0,0,12,25,10,I,1,63,B,16,88,174,30,13,0,0,0,0,83,40,390,44,0,9,10,0,2,0,61,20,0,0,0,0,0,0,0,0,0,0,0,48,41,train
